Language	ISO 639-3 Code	Type
Ineseño	inz	Extinct
Iowa-Oto	iow	Extinct
Island Carib	crb	Extinct
Itene	ite	Extinct
Jaitmatang	xjt	Extinct
Jandai	jan	Extinct
Javindo	jvd	Extinct
Jewish Babylonian Aramaic (ca. 200-1200 CE)	tmr	Extinct
Jorá	jor	Extinct
Jurchen	juc	Extinct
Kabixí	xbx	Extinct
Kaimbé	xai	Extinct
Kalaamaya	lkm	Extinct
Kalarko	kba	Extinct
Kalkutung	ktg	Extinct
Kamakan	vkm	Extinct
Kamas	xas	Extinct
Kamba (Brazil)	xba	Extinct
Kambiwá	xbw	Extinct
Kamu	xmu	Extinct
Kaniet	ktk	Extinct
Kanoé	kxo	Extinct
Kapinawá	xpn	Extinct
Kara (Korea)	zra	Extinct
Karami	xar	Extinct
Karankawa	zkk	Extinct
Karenggapa	eaa	Extinct
Karipúna	kgm	Extinct
Karirí-Xocó	kzw	Extinct
Kariyarra	vka	Extinct
Karkin	krb	Extinct
Karranga	xrq	Extinct
Karuwali	rxw	Extinct
Katabaga	ktq	Extinct
Kato	ktw	Extinct
Kaurna	zku	Extinct
Kaxuiâna	kbb	Extinct
Kazukuru	kzk	Extinct
Kemi Sami	sjk	Extinct
Kenaboi	xbn	Extinct
Kepkiriwát	kpn	Extinct
Kerek	krk	Extinct
Ketangalan	kae	Extinct
Khazar	zkz	Extinct
Khorezmian	zkh	Extinct
Kitan	zkt	Extinct
Kitsai	kii	Extinct
Klamath-Modoc	kla	Extinct
Knaanic	czk	Extinct
Koguryo	zkg	Extinct
Koibal	zkb	Extinct
Kok-Nar	gko	Extinct
Koko Babangk	okg	Extinct
Korana	kqz	Extinct
Koropó	xxr	Extinct
Kott	zko	Extinct
Kpati	koc	Extinct
Krevinian	zkv	Extinct
Kubi	kof	Extinct
Kuku-Mangk	xmq	Extinct
Kuku-Mu'inh	xmp	Extinct
Kuku-Ugbanh	ugb	Extinct
Kuman (Russia)	qwm	Extinct
Kungarakany	ggk	Extinct
Kungardutyi	gdt	Extinct
Kunggari	kgl	Extinct
Kungkari	lku	Extinct
Kunza	kuz	Extinct
Kuthant	xut	Extinct
Kuuk-Yak	uky	Extinct
Kwadi	kwz	Extinct
Kw'adza	wka	Extinct
Kwalhioqua-Tlatskanai	qwt	Extinct
Ladji Ladji	llj	Extinct
Lamu-Lamu	lby	Extinct
Lanima	lnw	Extinct
Laragia	lrg	Extinct
Laurentian	lre	Extinct
Lelak	llk	Extinct
Lenca	len	Extinct
Leningitij	lnj	Extinct
Limilngan	lmc	Extinct
Lingua Franca	pml	Extinct
Loup A	xlo	Extinct
Loup B	xlb	Extinct
Lower Burdekin	xbb	Extinct
Lower Chehalis	cea	Extinct
Lower Southern Aranda	axl	Extinct
Lui	lba	Extinct
Lule	ule	Extinct
Lumbee	lmz	Extinct
Macaguaje	mcl	Extinct
Madhi Madhi	dmd	Extinct
Maek	hmk	Extinct
Mahican	mjy	Extinct
Makolkol	zmh	Extinct
Malaryan	mjq	Extinct
Malgana	vml	Extinct
Malyangapa	yga	Extinct
Mamulique	emm	Extinct
Manangkari	znk	Extinct
Mandandanyi	zmk	Extinct
Mangala	mem	Extinct
Mangerr	zme	Extinct
Mangue	mom	Extinct
Margany	zmc	Extinct
Maritsauá	msp	Extinct
Martha's Vineyard Sign Language	mre	Extinct
Matagalpa	mtn	Extinct
Matipuhy	mzo	Extinct
Mato Grosso Arára	axg	Extinct
Mator	mtm	Extinct
Mattole	mvb	Extinct
Mawa (Nigeria)	wma	Extinct
Mayawali	yxa	Extinct
Mayi-Kulan	xyk	Extinct
Mayi-Thakurti	xyt	Extinct
Mayi-Yapi	xyj	Extinct
Mbara (Australia)	mvl	Extinct
Mbariman-Gudhinma	zmv	Extinct
Mesmes	mys	Extinct
Michigamea	cmm	Extinct
Miluk	iml	Extinct
Minang	xrg	Extinct
Minjungbal	xjb	Extinct
Minkin	xxm	Extinct
Miriti	mmv	Extinct
Mittu	mwu	Extinct
Miwa	vmi	Extinct
Mlahsö	lhs	Extinct
Mobilian	mod	Extinct
Mochica	omc	Extinct
Mohegan-Pequot	xpq	Extinct
Moksela	vms	Extinct
Molale	mbe	Extinct
Mozarabic	mxi	Extinct
Mpalitjanh	xpj	Extinct
Mulaha	mfw	Extinct
Muluridyi	vmu	Extinct
Muruwari	zmu	Extinct
Muskum	mje	Extinct
Nadruvian	ndf	Extinct
Nagumi	ngv	Extinct
Nanticoke	nnt	Extinct
Narau	nxu	Extinct
Nari Nari	rnr	Extinct
Narragansett	xnt	Extinct
Narrinyeri	nay	Extinct
Narungga	nnr	Extinct
Natagaimas	nts	Extinct
Natchez	ncz	Extinct
Nauo	nwo	Extinct
Nawathinehena	nwa	Extinct
Nding	eli	Extinct
Ndra'ngith	dgt	Extinct
Negerhollands	dcr	Extinct
Ngadjuri	jui	Extinct
Ngalakan	nig	Extinct
Ngamini	nmv	Extinct
Nganakarti	xnk	Extinct
Ngandi	nid	Extinct
Ngantangarra	ntg	Extinct
Nganyaywana	nyx	Extinct
Ngarigu	xni	Extinct
Ngawun	nxn	Extinct
Ngayawung	nwg	Extinct
Ngbee	jgb	Extinct
Ngunawal	xul	Extinct
Ngurmbur	nrx	Extinct
Nhirrpi	hrp	Extinct
Nimanbur	nmp	Extinct
Nimbari	nmr	Extinct
Niuatoputapu	nkp	Extinct
Nocamán	nom	Extinct
Nomlaki	nol	Extinct
Nooksack	nok	Extinct
Norn	nrn	Extinct
Norra	nrr	Extinct
Northeastern Pomo	pef	Extinct
Northern Kalapuya	nrt	Extinct
Northern Pomo	pej	Extinct
Nottoway	ntw	Extinct
Nottoway-Meherrin	nwy	Extinct
Nugunu (Australia)	nnv	Extinct
Nukuini	nuc	Extinct
Nukunul	xnu	Extinct
Nungali	nug	Extinct
Nyangga	nny	Extinct
Nyang'i	nyp	Extinct
Nyawaygi	nyt	Extinct
Nyulnyul	nyv	Extinct
Obispeño	obi	Extinct
O'chi'chi'	xoc	Extinct
Ofo	ofo	Extinct
Oko-Juwoi	okj	Extinct
Old Kentish Sign Language	okl	Extinct
Olkol	olk	Extinct
Omejes	ome	Extinct
Omok	omk	Extinct
Omurano	omu	Extinct
Opata	opt	Extinct
Oti	oti	Extinct
Otuke	otu	Extinct
Ouma	oum	Extinct
Paekche	pkc	Extinct
Pallanganmiddang	pmd	Extinct
Palumata	pmc	Extinct
Pamlico	pmk	Extinct
Pankararé	pax	Extinct
Pankararú	paz	Extinct
Panobo	pno	Extinct
Papora	ppu	Extinct
Paranawát	paf	Extinct
Paraujano	pbg	Extinct
Pataxó Hã-Ha-Hãe	pth	Extinct
Patwin	pwi	Extinct
Pauserna	psm	Extinct
Pecheneg	xpc	Extinct
Pentlatch	ptw	Extinct
Pictish	xpi	Extinct
Pidgin Delaware	dep	Extinct
Pijao	pij	Extinct
Pinjarup	pnj	Extinct
Pirlatapa	bxi	Extinct
Piro	pie	Extinct
Pirriya	xpa	Extinct
Piscataway	psy	Extinct
Pisidian	xps	Extinct
Pitta Pitta	pit	Extinct
Pochutec	xpo	Extinct
Polabian	pox	Extinct
Ponares	pod	Extinct
Potiguára	pog	Extinct
Powhatan	pim	Extinct
Puelche	pue	Extinct
Pumpokol	xpm	Extinct
Punthamara	xpt	Extinct
Puquina	puq	Extinct
Puri	prr	Extinct
Purisimeño	puy	Extinct
Puyo	xpy	Extinct
Puyo-Paekche	xpp	Extinct
Quinault	qun	Extinct
Quiripi	qyp	Extinct
Rangkas	rgk	Extinct
Rema	bow	Extinct
Remo	rem	Extinct
Rer Bare	rer	Extinct
Runa	rna	Extinct
Salinan	sln	Extinct
Samaritan	smp	Extinct
Samaritan Aramaic	sam	Extinct
São Paulo Kaingáng	zkp	Extinct
Saraveca	sar	Extinct
Selian	sxl	Extinct
Sened	sds	Extinct
Senhaja De Srair	sjs	Extinct
Sensi	sni	Extinct
Seroa	kqu	Extinct
Seru	szd	Extinct
Shasta	sht	Extinct
Shinabo	snh	Extinct
Shuadit	sdt	Extinct
Singa	sgm	Extinct
Siraya	fos	Extinct
Sirenik Yupik	ysr	Extinct
Siuslaw	sis	Extinct
Skalvian	svx	Extinct
Skepi Creole Dutch	skw	Extinct
Solano	xso	Extinct
Som	smc	Extinct
Somray	smu	Extinct
Southern Kalapuya	sxk	Extinct
Southern Ohlone	css	Extinct
Southern Pame	pmz	Extinct
Sowa	sww	Extinct
Subtiaba	sut	Extinct
Sudovian	xsv	Extinct
Susquehannock	sqn	Extinct
Tabasco Nahuatl	nhc	Extinct
Tagalaka	tgz	Extinct
Taino	tnq	Extinct
Takelma	tkm	Extinct
Tama (Colombia)	ten	Extinct
Taman (Myanmar)	tcl	Extinct
Tamanaku	tmz	Extinct
Tambora	xxt	Extinct
Tapeba	tbb	Extinct
Tasmanian	xtz	Extinct
Tay Boi	tas	Extinct
Tayabas Ayta	ayy	Extinct
Tepecano	tep	Extinct
Ternateño	tmg	Extinct
Teshenawa	twc	Extinct
Tetete	teb	Extinct
Thawa	xtv	Extinct
Thaypan	typ	Extinct
Thiin	iin	Extinct
Thurawal	tbh	Extinct
Tillamook	til	Extinct
Timor Pidgin	tvy	Extinct
Timucua	tjm	Extinct
Tingui-Boto	tgv	Extinct
Tjurruru	tju	Extinct
Togoyo	tgy	Extinct
Tomedes	toe	Extinct
Tonjon	tjn	Extinct
Tonkawa	tqw	Extinct
Torá	trz	Extinct
Torona	tqr	Extinct
Traveller Danish	rmd	Extinct
Tremembé	tme	Extinct
Truká	tka	Extinct
Tsetsaut	txc	Extinct
Tubar	tbu	Extinct
Tukumanféd	tkf	Extinct
Tunica	tun	Extinct
Tupí	tpw	Extinct
Tupinambá	tpn	Extinct
Tupinikin	tpk	Extinct
Turiwára	twt	Extinct
Turung	try	Extinct
Tutelo	tta	Extinct
Tuxá	tud	Extinct
Tuxináwa	tux	Extinct
Twana	twa	Extinct
Uamué	uam	Extinct
Ubykh	uby	Extinct
Umbindhamu	umd	Extinct
Umbugarla	umr	Extinct
Umbuygamu	umg	Extinct
Umiida	xud	Extinct
Umotína	umo	Extinct
Unami	unm	Extinct
Unggaranggu	xun	Extinct
Ungkue	gku	Extinct
Upper Chehalis	cjh	Extinct
Upper Umpqua	xup	Extinct
Uradhi	urf	Extinct
Urningangg	urc	Extinct
Uruava	urv	Extinct
Urumi	uru	Extinct
Valley Maidu	vmv	Extinct
Ventureño	veo	Extinct
Villa Viciosa Agta	dyg	Extinct
Waamwang	wmn	Extinct
Wadi Wadi	xwd	Extinct
Wadikali	wdk	Extinct
Wadjabangayi	wdy	Extinct
Wadjigu	wdu	Extinct
Wagaya	wga	Extinct
Wailaki	wlk	Extinct
Wajuk	xwj	Extinct
Wakabunga	wwb	Extinct
Wakawaka	wkw	Extinct
Wakoná	waf	Extinct
Walangama	nlw	Extinct
Waling	wly	Extinct
Wamin	wmi	Extinct
Wampanoag	wam	Extinct
Wandarang	wnd	Extinct
Wanggamala	wnm	Extinct
Wangganguru	wgg	Extinct
Wangkayutyuru	wky	Extinct
Wangkumara	xwk	Extinct
Wappo	wao	Extinct
Waray (Australia)	wrz	Extinct
Wardandi	wxw	Extinct
Wariyangga	wri	Extinct
Warluwara	wrb	Extinct
Warrwa	wwr	Extinct
Warungu	wrg	Extinct
Wasu	wsu	Extinct
Wathawurrung	wth	Extinct
Wemba Wemba	xww	Extinct
Wewaw	wea	Extinct
Weyto	woy	Extinct
Wik-Epa	wie	Extinct
Wik-Keyangan	wif	Extinct
Wilawila	wil	Extinct
Wiradhuri	wrh	Extinct
Wiraféd	wir	Extinct
Wirangu	wgu	Extinct
Wiyot	wiy	Extinct
Woccon	xwc	Extinct
Woiwurrung	wyi	Extinct
Worimi	kda	Extinct
Worrorra	wro	Extinct
Wotapuri-Katarqalai	wsv	Extinct
Wotjobaluk	xwt	Extinct
Written Oirat	xwo	Extinct
Wuliwuli	wlu	Extinct
Wunumara	wnn	Extinct
Wurrugu	wur	Extinct
Xakriabá	xkr	Extinct
Xinca	xin	Extinct
Xipináwa	xip	Extinct
Xiriâna	xir	Extinct
Xukurú	xoo	Extinct
Yabaâna	ybn	Extinct
Yabula Yabula	yxy	Extinct
Yagara	yxg	Extinct
Yahuna	ynu	Extinct
Yalakalore	xyl	Extinct
Yalarnnga	ylr	Extinct
Yameo	yme	Extinct
Yana	ynn	Extinct
Yanda	yda	Extinct
Yandjibara	xyb	Extinct
Yandruwandha	ynd	Extinct
Yangman	jng	Extinct
Yardliyawarra	yxl	Extinct
Yassic	ysc	Extinct
Yatay	yty	Extinct
Yavitero	yvt	Extinct
Yawarawarga	yww	Extinct
Yawijibaya	jbw	Extinct
Yaygir	xya	Extinct
Yeni	yei	Extinct
Yindjilandji	yil	Extinct
Yiningayi	ygi	Extinct
Yinwum	yxm	Extinct
Yir Yoront	yyr	Extinct
Yitha Yitha	xth	Extinct
Yoba	yob	Extinct
Yola	yol	Extinct
Yug	yug	Extinct
Yugambal	yub	Extinct
Yuki	yuk	Extinct
Yurats	rts	Extinct
Yuru	ljx	Extinct
Yuyu	yxu	Extinct
Zarphatic	zrp	Extinct
Zemgalian	xzm	Extinct
Ziriya	zir	Extinct
Afrihili	afh	Constructed
Blissymbols	zbl	Constructed
Brithenig	bzt	Constructed
Dutton World Speedwords	dws	Constructed
Esperanto	epo	Constructed
Ido	ido	Constructed
Interglossa	igs	Constructed
Interlingua (International Auxiliary Language Association)	ina	Constructed
Interlingue	ile	Constructed
Klingon	tlh	Constructed
Kotava	avk	Constructed
Láadan	ldn	Constructed
Lingua Franca Nova	lfn	Constructed
Lojban	jbo	Constructed
Neo	neu	Constructed
Novial	nov	Constructed
Quenya	qya	Constructed
Romanova	rmv	Constructed
Sindarin	sjn	Constructed
Talossan	tzl	Constructed
Volapük	vol	Constructed
Aequian	xae	Ancient
Akkadian	akk	Ancient
Alanic	xln	Ancient
Ancient Macedonian	xmk	Ancient
Ancient North Arabian	xna	Ancient
Aquitanian	xaq	Ancient
Avestan	ave	Ancient
Bactrian	xbc	Ancient
Camunic	xcc	Ancient
Carian	xcr	Ancient
Celtiberian	xce	Ancient
Chorasmian	xco	Ancient
Church Slavic	chu	Ancient
Cisalpine Gaulish	xcg	Ancient
Cuneiform Luwian	xlu	Ancient
Dacian	xdc	Ancient
Early Tripuri	xtr	Ancient
Eblan	xeb	Ancient
Edomite	xdm	Ancient
Egyptian (Ancient)	egy	Ancient
Elamite	elx	Ancient
Elymian	xly	Ancient
Epi-Olmec	xep	Ancient
Eteocretan	ecr	Ancient
Eteocypriot	ecy	Ancient
Etruscan	ett	Ancient
Faliscan	xfa	Ancient
Galatian	xga	Ancient
Geez	gez	Ancient
Gothic	got	Ancient
Hadrami	xhd	Ancient
Harami	xha	Ancient
Hattic	xht	Ancient
Hernican	xhr	Ancient
Hieroglyphic Luwian	hlu	Ancient
Hittite	hit	Ancient
Hurrian	xhu	Ancient
Iberian	xib	Ancient
Illyrian	xil	Ancient
Indus Valley Language	xiv	Ancient
Kaskean	zsk	Ancient
Kawi	kaw	Ancient
Khotanese	kho	Ancient
Langobardic	lng	Ancient
Latin	lat	Ancient
Lemnian	xle	Ancient
Lepontic	xlp	Ancient
Liburnian	xli	Ancient
Ligurian (Ancient)	xlg	Ancient
Linear A	lab	Ancient
Lusitanian	xls	Ancient
Lycian	xlc	Ancient
Lydian	xld	Ancient
Marrucinian	umc	Ancient
Marsian	ims	Ancient
Median	xme	Ancient
Meroitic	xmr	Ancient
Messapic	cms	Ancient
Middle Hittite	htx	Ancient
Milyan	imy	Ancient
Minaean	inm	Ancient
Minoan	omn	Ancient
Moabite	obm	Ancient
Mycenaean Greek	gmy	Ancient
Mysian	yms	Ancient
Neo-Hittite	nei	Ancient
Noric	nrc	Ancient
North Picene	nrp	Ancient
Numidian	nxm	Ancient
Official Aramaic (700-300 BCE)	arc	Ancient
Old Aramaic (up to 700 BCE)	oar	Ancient
Old Chinese	och	Ancient
Old Hittite	oht	Ancient
Old Ossetic	oos	Ancient
Old Tamil	oty	Ancient
Oscan	osc	Ancient
Paelignian	pgn	Ancient
Pahlavi	pal	Ancient
Palaic	plq	Ancient
Pali	pli	Ancient
Parthian	xpr	Ancient
Phoenician	phn	Ancient
Phrygian	xpg	Ancient
Primitive Irish	pgl	Ancient
Punic	xpu	Ancient
Pyu (Myanmar)	pyx	Ancient
Qatabanian	xqt	Ancient
Raetic	xrr	Ancient
Sabaean	xsa	Ancient
Sabine	sbv	Ancient
Sanskrit	san	Ancient
Scythian	xsc	Ancient
Sicanian	sxc	Ancient
Sicel	scx	Ancient
Sidetic	xsd	Ancient
Sogdian	sog	Ancient
Sorothaptic	sxo	Ancient
South Picene	spx	Ancient
Sumerian	sux	Ancient
Tangut	txg	Ancient
Tartessian	txr	Ancient
Thracian	txh	Ancient
Tokharian A	xto	Ancient
Tokharian B	txb	Ancient
Transalpine Gaulish	xtg	Ancient
Ugaritic	uga	Ancient
Umbrian	xum	Ancient
Urartian	xur	Ancient
Vandalic	xvn	Ancient
Venetic	xve	Ancient
Vestinian	xvs	Ancient
Volscian	xvo	Ancient
Zhang-Zhung	xzh	Ancient
