Language	ISO 639-3 Code	Type
Lachiguiri Zapotec	zpa	Living
Lachixío Zapotec	zpl	Living
Ladakhi	lbj	Living
Ladin	lld	Living
Ladino	lad	Living
Laeko-Libuat	lkl	Living
Lafofa	laf	Living
Laghu	lgb	Living
Laghuu	lgh	Living
Lagwan	kot	Living
Laha (Indonesia)	lhh	Living
Laha (Viet Nam)	lha	Living
Lahanan	lhn	Living
Lahnda	lah	Living
Lahta Karen	kvt	Living
Lahu	lhu	Living
Lahu Shi	lhi	Living
Lahul Lohar	lhl	Living
Laimbue	lmx	Living
Laitu Chin	clj	Living
Laiyolo	lji	Living
Lak	lbe	Living
Laka (Chad)	lap	Living
Laka (Nigeria)	lak	Living
Lakalei	lka	Living
Lake Miwok	lmw	Living
Lakha	lkh	Living
Laki	lki	Living
Lakkia	lbc	Living
Lakon	lkn	Living
Lakondê	lkd	Living
Lakota	lkt	Living
Lakota Dida	dic	Living
Lala	nrz	Living
Lala-Bisa	leb	Living
Lalana Chinantec	cnl	Living
Lala-Roba	lla	Living
Lalia	lal	Living
Lama (Togo)	las	Living
Lama Bai	lay	Living
Lamaholot	slp	Living
Lamalera	lmr	Living
Lamang	hia	Living
Lamatuka	lmq	Living
Lamba	lam	Living
Lambadi	lmn	Living
Lambayeque Quechua	quf	Living
Lambichhong	lmh	Living
Lamboya	lmy	Living
Lambya	lai	Living
Lame	bma	Living
Lamenu	lmu	Living
Lamet	lbn	Living
Lamja-Dengsa-Tola	ldh	Living
Lamkang	lmk	Living
Lamma	lev	Living
Lamnso'	lns	Living
Lamogai	lmg	Living
Lampung Api	ljp	Living
Lampung Nyo	abl	Living
Lamu	llh	Living
Lanas Lobu	ruu	Living
Landoma	ldm	Living
Langam	lnm	Living
Langbashe	lna	Living
Lang'e	yne	Living
Langi	lag	Living
Langnian Buyang	yln	Living
Lango (Sudan)	lno	Living
Lango (Uganda)	laj	Living
Langue des signes de Belgique Francophone	sfb	Living
Lanoh	lnh	Living
Lao	lao	Living
Lao Naga	nlq	Living
Laomian	lwm	Living
Laopang	lbg	Living
Laos Sign Language	lso	Living
Lapaguía-Guivini Zapotec	ztl	Living
Larantuka Malay	lrt	Living
Lardil	lbz	Living
Larevat	lrv	Living
Large Flowery Miao	hmd	Living
Lari	lrl	Living
Larike-Wakasihu	alo	Living
Laro	lro	Living
Larteh	lar	Living
Laru	lan	Living
Lasalimu	llm	Living
Lasgerdi	lsa	Living
Lashi	lsi	Living
Lasi	lss	Living
Latgalian	ltg	Living
Latu	ltu	Living
Latundê	ltn	Living
Latvian	lav	Living
Latvian Sign Language	lsl	Living
Lau	llu	Living
Laua	luf	Living
Lauan	llx	Living
Lauje	law	Living
Laura	lur	Living
Lautu Chin	clt	Living
Lavatbura-Lamusong	lbv	Living
Lave	brb	Living
Laven	lbo	Living
Lavukaleve	lvk	Living
Lawangan	lbx	Living
Lawu	lwu	Living
Lawunuia	tgi	Living
Layakha	lya	Living
Laz	lzz	Living
Lealao Chinantec	cle	Living
Leco	lec	Living
Ledo Kaili	lew	Living
Leelau	ldk	Living
Lefa	lfa	Living
Lega-Mwenga	lgm	Living
Lega-Shabunda	lea	Living
Legbo	agb	Living
Legenyem	lcc	Living
Lehali	tql	Living
Lehalurup	urr	Living
Lehar	cae	Living
Leinong Naga	lzn	Living
Leipon	lek	Living
Lele (Chad)	lln	Living
Lele (Democratic Republic of Congo)	lel	Living
Lele (Guinea)	llc	Living
Lele (Papua New Guinea)	lle	Living
Lelemi	lef	Living
Lelepa	lpa	Living
Lembena	leq	Living
Lemerig	lrz	Living
Lemio	lei	Living
Lemolang	ley	Living
Lemoro	ldj	Living
Lenakel	tnl	Living
Lendu	led	Living
Lengilu	lgi	Living
Lengo	lgr	Living
Lengola	lej	Living
Lenje	leh	Living
Lenkau	ler	Living
Lenyima	ldg	Living
Lepcha	lep	Living
Lepki	lpe	Living
Lere	gnh	Living
Lese	les	Living
Lesing-Gelimi	let	Living
Letemboi	nms	Living
Leti (Cameroon)	leo	Living
Leti (Indonesia)	lti	Living
Levuka	lvu	Living
Lewo	lww	Living
Lewo Eleng	lwe	Living
Lewotobi	lwt	Living
Leyigha	ayi	Living
Lezghian	lez	Living
Lhokpu	lhp	Living
Lhomi	lhm	Living
Liabuku	lix	Living
Liana-Seti	ste	Living
Liangmai Naga	njn	Living
Lianshan Zhuang	zln	Living
Liberia Kpelle	xpe	Living
Liberian English	lir	Living
Libido	liq	Living
Libinza	liz	Living
Libon Bikol	lbl	Living
Libyan Arabic	ayl	Living
Libyan Sign Language	lbs	Living
Ligbi	lig	Living
Ligenza	lgz	Living
Ligurian	lij	Living
Lihir	lih	Living
Lijili	mgi	Living
Lika	lik	Living
Liki	lio	Living
Likila	lie	Living
Likuba	kxx	Living
Likum	lib	Living
Likwala	kwc	Living
Lilau	lll	Living
Lillooet	lil	Living
Limassa	bme	Living
Limbu	lif	Living
Limbum	lmp	Living
Limburgan	lim	Living
Limi	ylm	Living
Limos Kalinga	kmk	Living
Lindu	klw	Living
Lingala	lin	Living
Lingao	onb	Living
Lingarak	lgk	Living
Li'o	ljl	Living
Lipan Apache	apl	Living
Lipo	lpo	Living
Lisabata-Nuniali	lcs	Living
Lisela	lcl	Living
Lish	lsh	Living
Lishán Didán	trg	Living
Lishana Deni	lsd	Living
Lishanid Noshan	aij	Living
Lisu	lis	Living
Lithuanian	lit	Living
Lithuanian Sign Language	lls	Living
Litzlitz	lzl	Living
Liujiang Zhuang	zlj	Living
Liuqian Zhuang	zlq	Living
Liv	liv	Living
Livvi	olo	Living
Loarki	lrk	Living
Lobala	loq	Living
Lobi	lob	Living
Lodhi	lbm	Living
Logba	lgq	Living
Logo	log	Living
Logol	lof	Living
Logooli	rag	Living
Logorik	liu	Living
Logudorese Sardinian	src	Living
Lohorung	lbr	Living
Loja Highland Quichua	qvj	Living
Lokaa	yaz	Living
Loke	loy	Living
Loko	lok	Living
Lokoya	lky	Living
Lola	lcd	Living
Lolak	llq	Living
Lole	llg	Living
Lolo	llb	Living
Loloda	loa	Living
Lolopo	ycl	Living
Loma (Côte d'Ivoire)	loi	Living
Loma (Liberia)	lom	Living
Lomaiviti	lmv	Living
Lomavren	rmi	Living
Lombard	lmo	Living
Lombi	lmi	Living
Lombo	loo	Living
Lomwe	ngl	Living
Loncong	lce	Living
Long Phuri Naga	lpn	Living
Long Wat	ttw	Living
Longgu	lgu	Living
Longto	wok	Living
Longuda	lnu	Living
Loniu	los	Living
Lonwolwol	crc	Living
Lonzo	lnz	Living
Loo	ldo	Living
Lopa	lop	Living
Lopi	lov	Living
Lopit	lpx	Living
Lorang	lrn	Living
Lorediakarkar	lnn	Living
Loreto-Ucayali Spanish	spq	Living
Lote	uvl	Living
Lotha Naga	njh	Living
Lo-Toga	lht	Living
Lotud	dtr	Living
Lou	loj	Living
Louisiana Creole French	lou	Living
Loun	lox	Living
Low German	nds	Living
Lower Grand Valley Dani	dni	Living
Lower Silesian	sli	Living
Lower Sorbian	dsb	Living
Lower Tanana	taa	Living
Lower Ta'oih	tto	Living
Lowland Oaxaca Chontal	clo	Living
Lowland Tarahumara	tac	Living
Loxicha Zapotec	ztp	Living
Lozi	loz	Living
Lü	khb	Living
Lua'	prb	Living
Luang	lex	Living
Luba-Katanga	lub	Living
Luba-Lulua	lua	Living
Lubila	kcc	Living
Lubu	lcf	Living
Lubuagan Kalinga	knb	Living
Luchazi	lch	Living
Lucumi	luq	Living
Ludian	lud	Living
Lufu	ldq	Living
Lugbara	lgg	Living
Luguru	ruf	Living
Luhu	lcq	Living
Luimbi	lum	Living
Luiseno	lui	Living
Lukpa	dop	Living
Lule Sami	smj	Living
Lumba-Yakkha	luu	Living
Lumbu	lup	Living
Lumun	lmd	Living
Luna	luj	Living
Lunanakha	luk	Living
Lunda	lun	Living
Lundayeh	lnd	Living
Lungalunga	vmg	Living
Lungga	lga	Living
Luo (Cameroon)	luw	Living
Luo (Kenya and Tanzania)	luo	Living
Luopohe Hmong	hml	Living
Luri	ldd	Living
Lusengo	lse	Living
Lushai	lus	Living
Lushootseed	lut	Living
Lusi	khl	Living
Lutos	ndy	Living
Luvale	lue	Living
Luwati	luv	Living
Luwo	lwo	Living
Luxembourgish	ltz	Living
Luyana	lyn	Living
Luyia	luy	Living
Lwalu	lwa	Living
Lyélé	lee	Living
Lyngngam	lyg	Living
Lyons Sign Language	lsg	Living
Ma (Democratic Republic of Congo)	msj	Living
Ma (Papua New Guinea)	mjn	Living
Ma Manda	skc	Living
Maa	cma	Living
Maaka	mew	Living
Ma'anyan	mhy	Living
Maasina Fulfulde	ffm	Living
Maay	ymm	Living
Maba (Chad)	mde	Living
Maba (Indonesia)	mqa	Living
Mabaale	mmz	Living
Mabaan	mfz	Living
Mabaka Valley Kalinga	kkg	Living
Mabire	muj	Living
Maca	mca	Living
Macaguán	mbn	Living
Macanese	mzs	Living
Macedonian	mkd	Living
Macedo-Romanian	rup	Living
Machame	jmc	Living
Machiguenga	mcb	Living
Machinere	mpd	Living
Machinga	mvw	Living
Maco	wpc	Living
Macuna	myy	Living
Macushi	mbc	Living
Mada (Cameroon)	mxu	Living
Mada (Nigeria)	mda	Living
Madagascar Sign Language	mzc	Living
Madak	mmx	Living
Maden	xmx	Living
Madi	grg	Living
Ma'di	mhi	Living
Madngele	zml	Living
Madurese	mad	Living
Mae	mme	Living
Maeng Itneg	itt	Living
Mafa	maf	Living
Mafea	mkv	Living
Magahi	mag	Living
Mag-antsi Ayta	sgb	Living
Magbukun Ayta	ayt	Living
Magdalena Peñasco Mixtec	xtm	Living
Mághdì	gmd	Living
Mag-Indi Ayta	blx	Living
Magiyi	gmg	Living
Magoma	gmx	Living
Magori	zgr	Living
Maguindanaon	mdh	Living
Mahali	mjx	Living
Mahasu Pahari	bfz	Living
Mahongwe	mhb	Living
Mahou	mxx	Living
Mai Brat	ayz	Living
Maia	sks	Living
Maiadomu	mzz	Living
Maiani	tnh	Living
Maii	mmm	Living
Mailu	mgu	Living
Maindo	cwb	Living
Mainfränkisch	vmf	Living
Mainstream Kenyah	xkl	Living
Mairasi	zrs	Living
Maisin	mbq	Living
Maithili	mai	Living
Maiwa (Indonesia)	wmm	Living
Maiwa (Papua New Guinea)	mti	Living
Maiwala	mum	Living
Majang	mpe	Living
Majera	xmj	Living
Majhi	mjz	Living
Majhwar	mmj	Living
Majukayang Kalinga	kmd	Living
Mak (China)	mkg	Living
Mak (Nigeria)	pbl	Living
Makaa	mcp	Living
Makah	myh	Living
Makasae	mkz	Living
Makasar	mak	Living
Makassar Malay	mfp	Living
Makayam	aup	Living
Makhuwa	vmw	Living
Makhuwa-Marrevone	xmc	Living
Makhuwa-Meetto	mgh	Living
Makhuwa-Moniga	mhm	Living
Makhuwa-Saka	xsq	Living
Makhuwa-Shirima	vmk	Living
Maklew	mgf	Living
Makonde	kde	Living
Maku'a	lva	Living
Makuráp	mpu	Living
Makuri Naga	jmn	Living
Makwe	ymk	Living
Makyan Naga	umn	Living
Mal	mlf	Living
Mal Paharia	mkb	Living
Mala (Nigeria)	ruy	Living
Mala (Papua New Guinea)	ped	Living
Mala Malasar	ima	Living
Malaccan Creole Malay	ccm	Living
Malaccan Creole Portuguese	mcm	Living
Malagasy	mlg	Living
Malalamai	mmt	Living
Malango	mln	Living
Malankuravan	mjo	Living
Malapandaram	mjp	Living
Malas	mkr	Living
Malasar	ymr	Living
Malavedan	mjr	Living
Malawi Lomwe	lon	Living
Malawi Sena	swk	Living
Malay (individual language)	zlm	Living
Malay (macrolanguage)	msa	Living
Malayalam	mal	Living
Malayic Dayak	xdy	Living
Malaynon	mlz	Living
Malayo	mbp	Living
Malaysian Sign Language	xml	Living
Malba Birifor	bfo	Living
Male (Ethiopia)	mdy	Living
Male (Papua New Guinea)	mdc	Living
Malecite-Passamaquoddy	pqm	Living
Maléku Jaíka	gut	Living
Maleng	pkt	Living
Maleu-Kilenge	mgl	Living
Malfaxal	mlx	Living
Malgbe	mxf	Living
Mali	gcc	Living
Malila	mgq	Living
Malimba	mzd	Living
Malimpung	mli	Living
Malinaltepec Me'phaa	tcf	Living
Malo	mla	Living
Malol	mbk	Living
Maltese	mlt	Living
Maltese Sign Language	mdl	Living
Malua Bay	mll	Living
Malvi	mup	Living
Mam	mam	Living
Mama	mma	Living
Mamaa	mhf	Living
Mamaindé	wmd	Living
Mamanwa	mmn	Living
Mamara Senoufo	myk	Living
Mamasa	mqj	Living
Mambae	mgm	Living
Mambai	mcs	Living
Mamboru	mvd	Living
Mambwe-Lungu	mgr	Living
Mampruli	maw	Living
Mamuju	mqx	Living
Mamusi	kdf	Living
Mamvu	mdi	Living
Man Met	mml	Living
Manado Malay	xmm	Living
Manam	mva	Living
Manambu	mle	Living
Manangba	nmm	Living
Manchu	mnc	Living
Manda (Australia)	zma	Living
Manda (India)	mha	Living
Manda (Tanzania)	mgs	Living
Mandahuaca	mht	Living
Mandaic	mid	Living
Mandan	mhq	Living
Mandar	mdr	Living
Mandara	tbf	Living
Mandari	mqu	Living
Mandarin Chinese	cmn	Living
Mandaya	mry	Living
Mandeali	mjl	Living
Mander	mqr	Living
Mandingo	man	Living
Mandinka	mnk	Living
Mandjak	mfv	Living
Mandobo Atas	aax	Living
Mandobo Bawah	bwp	Living
Manem	jet	Living
Mang	zng	Living
Manga Kanuri	kby	Living
Mangarayi	mpc	Living
Mangareva	mrv	Living
Mangas	zns	Living
Mangayat	myj	Living
Mangbetu	mdj	Living
Mangbutu	mdk	Living
Mangga Buang	mmo	Living
Manggarai	mqy	Living
Mango	mge	Living
Mangole	mqc	Living
Mangseng	mbh	Living
Manide	abd	Living
Manikion	mnx	Living
Manipa	mqp	Living
Manipuri	mni	Living
Mankanya	knf	Living
Manna-Dora	mju	Living
Mannan	mjv	Living
Mano	mev	Living
Manombai	woo	Living
Mansaka	msk	Living
Mansi	mns	Living
Mansoanka	msw	Living
Manta	myg	Living
Mantsi	nty	Living
Manumanaw Karen	kxf	Living
Manusela	wha	Living
Manx	glv	Living
Manya	mzj	Living
Manyawa	mny	Living
Manyika	mxc	Living
Manza	mzv	Living
Mao Naga	nbi	Living
Maonan	mmd	Living
Maore Comorian	swb	Living
Maori	mri	Living
Mape	mlh	Living
Mapena	mnm	Living
Mapia	mpy	Living
Mapidian	mpw	Living
Mapos Buang	bzh	Living
Mapoyo	mcg	Living
Mapudungun	arn	Living
Mapun	sjm	Living
Maquiritari	mch	Living
Mara	mec	Living
Mara Chin	mrh	Living
Marachi	lri	Living
Maraghei	vmh	Living
Maragus	mrs	Living
Maram Naga	nma	Living
Marama	lrm	Living
Maramba	myd	Living
Maranao	mrw	Living
Maranunggu	zmr	Living
Mararit	mgb	Living
Marathi	mar	Living
Marau	mvr	Living
Marba	mpg	Living
Maremgi	mrx	Living
Marenje	vmr	Living
Marfa	mvu	Living
Marghi Central	mrt	Living
Marghi South	mfm	Living
Margos-Yarowilca-Lauricocha Quechua	qvm	Living
Margu	mhg	Living
Mari (East Sepik Province)	mbx	Living
Mari (Madang Province)	hob	Living
Mari (Russia)	chm	Living
Maria (India)	mrr	Living
Maria (Papua New Guinea)	mds	Living
Maricopa	mrc	Living
Maridan	zmd	Living
Maridjabin	zmj	Living
Marik	dad	Living
Marimanindji	zmm	Living
Marind	mrz	Living
Maring	mbw	Living
Maring Naga	nng	Living
Maringarr	zmt	Living
Marino	mrb	Living
Mariri	mqi	Living
Marithiel	mfr	Living
Maritime Sign Language	nsr	Living
Mariyedi	zmy	Living
Marka	rkm	Living
Markweeta	enb	Living
Marma	rmz	Living
Marovo	mvo	Living
Marriammu	xru	Living
Marshallese	mah	Living
Marti Ke	zmg	Living
Martu Wangka	mpj	Living
Martuyhunira	vma	Living
Maru	mhx	Living
Marúbo	mzr	Living
Marwari	mwr	Living
Marwari (India)	rwr	Living
Marwari (Pakistan)	mve	Living
Masaaba	myx	Living
Masadiit Itneg	tis	Living
Masai	mas	Living
Masalit	mls	Living
Masana	mcn	Living
Masbatenyo	msb	Living
Mashco Piro	cuj	Living
Mashi (Nigeria)	jms	Living
Mashi (Zambia)	mho	Living
Masikoro Malagasy	msh	Living
Masimasi	ism	Living
Masiwang	bnf	Living
Maskelynes	klv	Living
Maslam	msv	Living
Masmaje	mes	Living
Massalat	mdg	Living
Massep	mvs	Living
Matal	mfh	Living
Matbat	xmt	Living
Matengo	mgv	Living
Matepi	mqe	Living
Matigsalug Manobo	mbt	Living
Matís	mpq	Living
Mato	met	Living
Matsés	mcf	Living
Matu Chin	hlt	Living
Matukar	mjk	Living
Matumbi	mgw	Living
Matya Samo	stj	Living
Maung	mph	Living
Mauritian Sign Language	lsy	Living
Mauwake	mhl	Living
Mawa (Chad)	mcw	Living
Mawak	mjj	Living
Mawan	mcz	Living
Mawayana	mzx	Living
Mawchi	mke	Living
Mawes	mgk	Living
Maxakalí	mbl	Living
Maxi Gbe	mxl	Living
Ma'ya	slz	Living
Maya Samo	sym	Living
Mayaguduna	xmy	Living
Mayangna	yan	Living
Mayeka	myc	Living
Mayo	mfy	Living
Mayogo	mdm	Living
Mayoyao Ifugao	ifu	Living
Mazagway	dkx	Living
Mazaltepec Zapotec	zpy	Living
Mazanderani	mzn	Living
Mazatlán Mazatec	vmz	Living
Mazatlán Mixe	mzl	Living
Mba	mfc	Living
Mbala	mdp	Living
Mbalanhu	lnb	Living
Mbandja	zmz	Living
Mbangala	mxg	Living
Mbangi	mgn	Living
Mbangwe	zmn	Living
Mbara (Chad)	mpk	Living
Mbati	mdn	Living
Mbato	gwa	Living
Mbay	myb	Living
Mbe	mfo	Living
Mbe'	mtk	Living
Mbelime	mql	Living
Mbere	mdt	Living
Mbesa	zms	Living
Mbo (Cameroon)	mbo	Living
Mbo (Democratic Republic of Congo)	zmw	Living
Mboi	moi	Living
Mboko	mdu	Living
Mbole	mdq	Living
Mbonga	xmb	Living
Mbongno	bgu	Living
Mbosi	mdw	Living
Mbowe	mxo	Living
Mbre	mka	Living
Mbudum	xmd	Living
Mbugu	mhd	Living
Mbugwe	mgz	Living
Mbuko	mqb	Living
Mbukushu	mhw	Living
Mbula	mna	Living
Mbula-Bwazza	mbu	Living
Mbule	mlb	Living
Mbulungish	mbv	Living
Mbum	mdd	Living
Mbunda	mck	Living
Mbunga	mgy	Living
Mburku	bbt	Living
Mbwela	mfu	Living
Mbyá Guaraní	gun	Living
Medebur	mjm	Living
Media Lengua	mue	Living
Mediak	mwx	Living
Mednyj Aleut	mud	Living
Medumba	byv	Living
Me'en	mym	Living
Mefele	mfj	Living
Megam	mef	Living
Megleno Romanian	ruq	Living
Mehek	nux	Living
Mehináku	mmh	Living
Mehri	gdq	Living
Mekeo	mek	Living
Mekmek	mvk	Living
Mekwei	msf	Living
Mele-Fila	mxe	Living
Melo	mfx	Living
Melpa	med	Living
Memoni	mby	Living
Mendalam Kayan	xkd	Living
Mendankwe-Nkwen	mfd	Living
Mende (Papua New Guinea)	sim	Living
Mende (Sierra Leone)	men	Living
Mengaka	xmg	Living
Mengen	mee	Living
Mengisa	mct	Living
Ménik	tnr	Living
Menka	mea	Living
Menominee	mez	Living
Mentawai	mwv	Living
Menya	mcr	Living
Meoswar	mvx	Living
Mer	mnu	Living
Meramera	mxm	Living
Merei	lmb	Living
Merey	meq	Living
Meriam	ulk	Living
Merlav	mrm	Living
Meru	mer	Living
Merwari	wry	Living
Mesaka	iyo	Living
Mescalero-Chiricahua Apache	apm	Living
Mese	mci	Living
Meskwaki	sac	Living
Mesme	zim	Living
Mesopotamian Arabic	acm	Living
Mesqan	mvz	Living
Meta'	mgo	Living
Metlatónoc Mixtec	mxv	Living
Mewari	mtr	Living
Mewati	wtm	Living
Mexican Sign Language	mfs	Living
Meyah	mej	Living
Mezontla Popoloca	pbe	Living
Mezquital Otomi	ote	Living
Mfinu	zmf	Living
Mfumte	nfu	Living
Mgbolizhia	gmz	Living
Miahuatlán Zapotec	zam	Living
Miami	mia	Living
Mian	mpt	Living
Miani	pla	Living
Michif	crg	Living
Michoacán Mazahua	mmc	Living
Michoacán Nahuatl	ncl	Living
Mid Grand Valley Dani	dnt	Living
Middle Watut	mpl	Living
Midob	mei	Living
Mid-Southern Banda	bjo	Living
Migaama	mmy	Living
Migabac	mpp	Living
Migum	klm	Living
Miju-Mishmi	mxj	Living
Mikasuki	mik	Living
Mi'kmaq	mic	Living
Mili	ymh	Living
Miltu	mlj	Living
Min Bei Chinese	mnp	Living
Min Dong Chinese	cdo	Living
Min Nan Chinese	nan	Living
Min Zhong Chinese	czo	Living
Mina (Cameroon)	hna	Living
Mina (India)	myi	Living
Minangkabau	min	Living
Minanibai	mcv	Living
Minaveha	mvn	Living
Minderico	drc	Living
Mindiri	mpn	Living
Mingang Doso	mko	Living
Mingrelian	xmf	Living
Minica Huitoto	hto	Living
Minidien	wii	Living
Minokok	mqq	Living
Minriq	mnq	Living
Mintil	mzt	Living
Minz Zhuang	zgm	Living
Miqie	yiq	Living
Mirandese	mwl	Living
Miraya Bikol	rbl	Living
Mirgan	zrg	Living
Miriwung	mep	Living
Miship	mjs	Living
Misima-Panaeati	mpx	Living
Mising	mrg	Living
Mískito	miq	Living
Mitla Zapotec	zaw	Living
Mitlatongo Mixtec	vmm	Living
Mituku	zmq	Living
Miu	mpo	Living
Mixed Great Andamanese	gac	Living
Mixtepec Mixtec	mix	Living
Mixtepec Zapotec	zpm	Living
Miya	mkf	Living
Miyako	mvi	Living
Miyobe	soy	Living
Mlabri	mra	Living
Mlap	kja	Living
Mlomp	mlo	Living
Mmaala	mmu	Living
Mmen	bfm	Living
Moba	mfq	Living
Mobumrin Aizi	ahm	Living
Mobwa Karen	jkm	Living
Mócheno	mhn	Living
Mochi	old	Living
Mocho	mhc	Living
Mocoví	moc	Living
Mo'da	gbn	Living
Modang	mxd	Living
Modern Greek (1453-)	ell	Living
Modole	mqo	Living
Moere	mvq	Living
Mofu-Gudur	mif	Living
Mogholi	mhj	Living
Mogofin	mfg	Living
Mogum	mou	Living
Mohave	mov	Living
Mohawk	moh	Living
Moi (Congo)	mow	Living
Moi (Indonesia)	mxn	Living
Moikodi	mkp	Living
Moingi	mwz	Living
Moji	ymi	Living
Mok	mqt	Living
Moken	mwt	Living
Mokerang	mft	Living
Mokilese	mkj	Living
Moklen	mkm	Living
Mokole	mkl	Living
Mokpwe	bri	Living
Moksha	mdf	Living
Molbog	pwm	Living
Moldova Sign Language	vsi	Living
Molengue	bxc	Living
Molima	mox	Living
Molmo One	aun	Living
Molo	zmo	Living
Molof	msl	Living
Moloko	mlw	Living
Mom Jango	ver	Living
Moma	myl	Living
Momare	msz	Living
Mombo Dogon	dmb	Living
Mombum	mso	Living
Momina	mmb	Living
Momuna	mqf	Living
Mon	mnw	Living
Monastic Sign Language	mzg	Living
Mondé	mnd	Living
Mondropolon	npn	Living
Mongo	lol	Living
Mongol	mgt	Living
Mongolia Buriat	bxm	Living
Mongolian	mon	Living
Mongolian Sign Language	msr	Living
Mongondow	mog	Living
Moni	mnz	Living
Mono (Cameroon)	mru	Living
Mono (Democratic Republic of Congo)	mnh	Living
Mono (Solomon Islands)	mte	Living
Mono (USA)	mnr	Living
Monom	moo	Living
Monsang Naga	nmh	Living
Montagnais	moe	Living
Montol	mtl	Living
Monumbo	mxk	Living
Monzombo	moj	Living
Moo	gwg	Living
Moose Cree	crm	Living
Mopán Maya	mop	Living
Mor (Bomberai Peninsula)	moq	Living
Mor (Mor Islands)	mhz	Living
Moraid	msg	Living
Morawa	mze	Living
Morelos Nahuatl	nhm	Living
Morerebi	xmo	Living
Moresada	msx	Living
Mori Atas	mzq	Living
Mori Bawah	xmz	Living
Morigi	mdb	Living
Morisyen	mfe	Living
Moro	mor	Living
Moroccan Arabic	ary	Living
Moroccan Sign Language	xms	Living
Morokodo	mgc	Living
Morom	bdo	Living
Moronene	mqn	Living
Morori	mok	Living
Morouas	mrp	Living
Mortlockese	mrl	Living
Moru	mgd	Living
Mosimo	mqv	Living
Mosiro	mwy	Living
Moskona	mtj	Living
Mossi	mos	Living
Mota	mtt	Living
Motlav	mlv	Living
Motu	meu	Living
Mouk-Aria	mwh	Living
Mountain Koiali	kpx	Living
Mouwase	jmw	Living
Movima	mzp	Living
Moyadan Itneg	ity	Living
Moyon Naga	nmo	Living
Mozambican Sign Language	mzy	Living
Mpade	mpi	Living
Mpi	mpz	Living
Mpiemo	mcx	Living
Mpoto	mpa	Living
Mpotovoro	mvt	Living
Mpumpong	mgg	Living
Mpuono	zmp	Living
Mpur	akc	Living
Mro-Khimi Chin	cmr	Living
Mru	mro	Living
Mser	kqx	Living
Mt. Iraya Agta	atl	Living
Mt. Iriga Agta	agz	Living
Mualang	mtd	Living
Mubami	tsx	Living
Mubi	mub	Living
Muda	ymd	Living
Mudburra	dmw	Living
Mudhili Gadaba	gau	Living
Mudu Koraga	vmd	Living
Muduga	udg	Living
Mufian	aoj	Living
Mugom	muk	Living
Muinane	bmr	Living
Mukha-Dora	mmk	Living
Mukulu	moz	Living
Mulam	mlm	Living
Mulao	giu	Living
Mulgi	mvh	Living
Mullu Kurumba	kpb	Living
Mullukmulluk	mpb	Living
Mum	kqa	Living
Mumuye	mzm	Living
Mün Chin	mwq	Living
Muna	mnb	Living
Munda	unx	Living
Mundabli	boe	Living
Mundang	mua	Living
Mundani	mnf	Living
Mundari	unr	Living
Mundat	mmf	Living
Mündü	muh	Living
Mundurukú	myu	Living
Mungaka	mhk	Living
Munggui	mth	Living
Mungkip	mpv	Living
Muniche	myr	Living
Munit	mtc	Living
Munji	mnj	Living
Munsee	umu	Living
Muong	mtq	Living
Mur Pano	tkv	Living
Muratayak	asx	Living
Murik (Malaysia)	mxr	Living
Murik (Papua New Guinea)	mtf	Living
Murkim	rmh	Living
Murle	mur	Living
Murrinh-Patha	mwf	Living
Mursi	muz	Living
Murui Huitoto	huu	Living
Murupi	mqw	Living
Musak	mmq	Living
Musar	mmi	Living
Musasa	smm	Living
Musey	mse	Living
Musgu	mug	Living
Mushungulu	xma	Living
Musi	mui	Living
Muslim Tat	ttt	Living
Musom	msu	Living
Mussau-Emira	emi	Living
Muthuvan	muv	Living
Mutu	tuc	Living
Muya	mvm	Living
Muyang	muy	Living
Muyuw	myw	Living
Muzi	ymz	Living
Mvanip	mcj	Living
Mvuba	mxh	Living
Mwaghavul	sur	Living
Mwali Comorian	wlc	Living
Mwan	moa	Living
Mwani	wmw	Living
Mwatebu	mwa	Living
Mwera (Chimwera)	mwe	Living
Mwera (Nyasa)	mjh	Living
Mwimbi-Muthambi	mws	Living
Myene	mye	Living
Mzieme Naga	nme	Living
N/u	ngh	Living
Na	nbt	Living
Naaba	nao	Living
Naami	bzv	Living
Naasioi	nas	Living
Naba	mne	Living
Nabak	naf	Living
Nabi	mty	Living
Nachering	ncd	Living
Nadëb	mbj	Living
Nafaanra	nfr	Living
Nafi	srf	Living
Nafri	nxx	Living
Nafusi	jbn	Living
Naga Pidgin	nag	Living
Nagarchal	nbg	Living
Nage	nxe	Living
Nahali	nlx	Living
Nahari	nhh	Living
Nai	bio	Living
Najdi Arabic	ars	Living
Naka'ela	nae	Living
Nakai	nkj	Living
Nakame	nib	Living
Nakanai	nak	Living
Nakara	nck	Living
Nake	nbk	Living
Naki	mff	Living
Nakwi	nax	Living
Nalca	nlc	Living
Nali	nss	Living
Nalik	nal	Living
Nalögo	nlz	Living
Nalu	naj	Living
Naluo Yi	ylo	Living
Nama (Papua New Guinea)	nmx	Living
Namakura	nmk	Living
Namat	nkm	Living
Nambo	ncm	Living
Nambya	nmq	Living
Ná-Meo	neo	Living
Namia	nnm	Living
Namiae	nvm	Living
Namibian Sign Language	nbs	Living
Namla	naa	Living
Namo	mxw	Living
Namonuito	nmt	Living
Namosi-Naitasiri-Serua	bwb	Living
